"url","audit_dir","status","source","score","title","error"
"https://iboltmounts.com/blogs/news/how-to-mount-a-tablet-to-a-forklift-pillar-using-ibolt","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","HOW TO MOUNT A TABLET TO A FORKLIFT PILLAR USING IBOLT",""
"https://iboltmounts.com/blogs/news/do-farmers-use-tablet-mounts-what-tech-is-used-on-a-farm-the-newest-and-coolest-farm-tool","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","DO FARMERS USE TABLET MOUNTS? - WHAT TECH IS USED ON A FARM?- THE NEWEST AND COOLEST FARM TOOL",""
"https://iboltmounts.com/blogs/news/restaurant-tablet-holder-and-tablet-towers-for-food-delivery-service-apps","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","67","RESTAURANT TABLET HOLDER AND TABLET TOWERS FOR FOOD DELIVERY SERVICE APPS",""
"https://iboltmounts.com/blogs/news/how-to-spot-imitation-ibolt-products-on-amazon","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","51","How to spot imitation iBOLT products on Amazon",""
"https://iboltmounts.com/blogs/news/top-5-ibolt-tablet-wall-mounts","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","TOP 5 TABLET WALL MOUNTS",""
"https://iboltmounts.com/blogs/news/the-benefits-of-going-paperless-in-schools","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","51","THE BENEFITS OF GOING PAPERLESS IN SCHOOLS",""
"https://iboltmounts.com/blogs/news/ibolt-mounts-for-back-to-school","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","51","IBOLT MOUNTS FOR BACK-TO-SCHOOL",""
"https://iboltmounts.com/blogs/news/best-ibolt-mountain-bike-phone-and-action-camera-mounts","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","BEST IBOLT MOUNTAIN BIKE PHONE AND ACTION CAMERA MOUNTS",""
"https://iboltmounts.com/blogs/news/mounts-to-take-off-roading-in-your-jeep-wrangler","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","51","Mounts to take off-roading in your Jeep Wrangler",""
"https://iboltmounts.com/blogs/news/5-ways-to-increase-your-youtube-audience-with-an-action-camera-using-ibolt-mounts","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","51","5 Ways To Increase Your YouTube Audience With An Action Camera using iBOLT Mounts",""
"https://iboltmounts.com/blogs/news/ibolt-mounts-for-outdoor-recreation","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","iBOLT Mounts for Outdoor Recreation",""
"https://iboltmounts.com/blogs/news/top-5-mounts-for-the-samsung-galaxy-a7-lite-tablet-1","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","51","Top 5 Mounts for the Samsung Galaxy A7 Lite Tablet",""
"https://iboltmounts.com/blogs/news/how-to-mount-a-fish-finder-to-your-boat-using-ibolt-mounts-1","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","51","How to mount a Fish Finder to your boat using iBOLT Mounts",""
"https://iboltmounts.com/blogs/news/what-do-i-need-for-an-overhead-livestream-setup","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","What Do I need for an Overhead Livestream Setup?",""
"https://iboltmounts.com/blogs/news/top-5-heavy-duty-phone-mounts-for-truck-drivers","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","Top 5 Heavy Duty Phone Mounts for Truck Drivers",""
"https://iboltmounts.com/blogs/news/4-ibolt-products-for-new-streamers","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","4 iBOLT Products for New Streamers",""
"https://iboltmounts.com/blogs/news/tips-for-creating-unboxing-videos-with-your-phone","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","67","Tips for Creating Unboxing Videos with Your Phone",""
"https://iboltmounts.com/blogs/news/top-4-locking-tablet-mounts-to-keep-your-device-safe","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","51","Top 4 Locking Tablet Mounts to Keep Your Device Safe",""
"https://iboltmounts.com/blogs/news/create-a-custom-ibolt-mounting-solution-now-on-amazon-com","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","67","Create a Custom iBOLT Mounting Solution- now on Amazon.com",""
"https://iboltmounts.com/blogs/news/empowering-content-creators-with-the-ibolt-stream-cast-creator-kit","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","Empowering content creators with the iBOLT Stream-Cast Creator kit",""
"https://iboltmounts.com/blogs/news/great-places-to-use-clamping-tablet-and-phone-mounts","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","71","Where to Use Clamp Phone and Tablet Mounts",""
"https://iboltmounts.com/blogs/news/5-useful-tablet-mounts-for-your-kitchen","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","5 USEFUL TABLET MOUNTS FOR YOUR KITCHEN",""
"https://iboltmounts.com/blogs/news/top-5-best-tablet-mounts-to-get-you-organized-in-your-restaurant","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","Top 5 Best Tablet Mounts to get you Organized in your Restaurant",""
"https://iboltmounts.com/blogs/news/top-5-tablet-mounts-for-truck-drivers","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","TOP 5 TABLET MOUNTS FOR TRUCK DRIVERS",""
"https://iboltmounts.com/blogs/news/managing-multiple-tablets-in-a-restaurant","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","79","How to Manage Multiple Restaurant Tablets",""
"https://iboltmounts.com/blogs/news/confused-about-the-eld-mandate","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","81","ELD Tablet Mounting Guide for Fleets",""
"https://iboltmounts.com/blogs/news/ibolt-mounts-for-road-trips","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","51","iBOLT Mounts for Road Trips",""
"https://iboltmounts.com/blogs/news/customizable-mounting-solutions-for-every-need","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","51","Unmatched Adaptability: Explore iBOLT's Modular Tablet Mount Solutions",""
"https://iboltmounts.com/blogs/news/ball-mounts-explained-complete-guide-to-20mm-25mm-and-universal-mounting-solutions","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","59","Ball Mounts Explained: Complete Guide to 20mm, 25mm, and Universal Mounting Solutions",""
"https://iboltmounts.com/blogs/news/best-barcode-scanner-mounts-for-forklifts-and-warehouses-2026","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Barcode Scanner Mounts for Forklifts and Warehouses (2026)",""
"https://iboltmounts.com/blogs/news/best-tablet-and-phone-mounts-for-trucks-and-eld-compliance-2026","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","94","Best Tablet and Phone Mounts for Trucks and ELD Compliance (2026)",""
"https://iboltmounts.com/blogs/news/best-forklift-tablet-mounts-for-warehouses-2026-comparison","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","94","Best Forklift Tablet Mounts for Warehouses (2026 Comparison)",""
"https://iboltmounts.com/blogs/news/best-restaurant-tablet-mounts-and-pos-stands-2026-comparison","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","89","Best Restaurant Tablet Mounts and POS Stands (2026 Comparison)",""
"https://iboltmounts.com/blogs/news/ibolt-vs-ram-mount-which-is-better-for-warehouses-forklifts-and-commercial-use-2026","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","94","iBOLT vs RAM Mount: Which Is Better for Warehouses, Forklifts, and Commercial Use? (2026)",""
"https://iboltmounts.com/blogs/news/why-modular-mounting-systems-beat-one-piece-mounts-the-case-for-ibolts-300-part-ecosystem","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Why Modular Mounting Systems Beat One-Piece Mounts: The Case for iBOLT's 300+ Part Ecosystem",""
"https://iboltmounts.com/blogs/news/how-to-mount-a-tablet-to-a-forklift-complete-guide-2026","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","How to Mount a Tablet to a Forklift: Complete Guide (2026)",""
"https://iboltmounts.com/blogs/news/ibolt-modular-mounting-system-300-parts-unlimited-configurations-2026-guide","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","94","iBOLT Modular Mounting System: 300+ Parts, Unlimited Configurations (2026 Guide)",""
"https://iboltmounts.com/blogs/news/best-restaurant-tablet-mounts-for-delivery-apps-and-pos-2026-guide","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","94","Best Restaurant Tablet Mounts for Delivery Apps and POS (2026 Guide)",""
"https://iboltmounts.com/blogs/news/ibolt-mounting-solutions-for-delivery-fleets-from-doordash-drivers-to-amazon-dsp","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","74","iBOLT Mounting Solutions for Delivery Fleets: From DoorDash Drivers to Amazon DSP",""
"https://iboltmounts.com/blogs/news/ibolt-confirms-barcode-scanner-mounting-solutions-compatible-with-honeywell-zebra-and-symbol-scanners","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","64","iBOLT Confirms Barcode Scanner Mounting Solutions Compatible with Honeywell, Zebra, and Symbol Scanners",""
"https://iboltmounts.com/blogs/news/ibolt-confirms-universal-mounting-solutions-for-apple-ipad-10th-generation-and-ipad-air-m2","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","72","iBOLT Confirms Universal Mounting Solutions for Apple iPad 10th Generation and iPad Air M2",""
"https://iboltmounts.com/blogs/news/ibolt-lockpro-series-industrial-grade-security-for-unattended-tablets-in-warehouses-and-retail","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","72","iBOLT LockPro Series: Industrial-Grade Security for Unattended Tablets in Warehouses and Retail",""
"https://iboltmounts.com/blogs/news/ibolt-mounts-supports-eld-compliance-for-americas-commercial-fleets","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","64","iBOLT Mounts Supports ELD Compliance for America's Commercial Fleets",""
"https://iboltmounts.com/blogs/news/ibolt-introduces-mount-configurator-2-0-build-your-perfect-custom-mounting-solution","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","64","iBOLT Introduces Mount Configurator 2.0: Build Your Perfect Custom Mounting Solution",""
"https://iboltmounts.com/blogs/news/ibolt-tablet-tower-system-featured-at-national-restaurant-association-show-2026","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","64","iBOLT Tablet Tower System Featured at National Restaurant Association Show 2026",""
"https://iboltmounts.com/blogs/news/ibolt-confirms-universal-mounting-solutions-for-samsung-galaxy-tab-a9-and-s9-series","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","64","iBOLT Confirms Universal Mounting Solutions for Samsung Galaxy Tab A9 and S9 Series",""
"https://iboltmounts.com/blogs/news/ibolt-mounts-and-toast-pos-powering-modern-restaurant-technology","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","64","iBOLT Mounts and Toast POS: Powering Modern Restaurant Technology",""
"https://iboltmounts.com/blogs/news/ibolt-launches-next-generation-industrial-forklift-mounting-system","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","64","iBOLT Launches Next-Generation Industrial Forklift Mounting System",""
"https://iboltmounts.com/blogs/news/understanding-phone-clamp-mounts-a-practical-guide-to-secure-device-positioning","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","Understanding Phone Clamp Mounts: A Practical Guide to Secure Device Positioning",""
"https://iboltmounts.com/blogs/news/choosing-the-right-phone-holder-for-streaming-a-complete-guide","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","Choosing the Right Phone Holder for Streaming: A Complete Guide",""
"https://iboltmounts.com/blogs/news/eld-mounts-explained-a-practical-guide-to-electronic-logging-device-mounting-solutions","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","ELD Mounts Explained: A Practical Guide to Electronic Logging Device Mounting Solutions",""
"https://iboltmounts.com/blogs/news/best-drill-base-phone-mount-for-semi-trucks","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Drill-Base Phone Mount for Semi Trucks",""
"https://iboltmounts.com/blogs/news/best-locking-phone-mount-for-shared-delivery-vehicles","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","94","Best Locking Phone Mount for Shared Delivery Vehicles",""
"https://iboltmounts.com/blogs/news/best-locking-tablet-stand-for-food-trucks-and-quick-service-restaurants","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Locking Tablet Stand for Food Trucks and Quick-Service Restaurants",""
"https://iboltmounts.com/blogs/news/best-phone-mount-for-amazon-flex-and-delivery-vans","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Phone Mount for Amazon Flex and Delivery Vans",""
"https://iboltmounts.com/blogs/news/best-phone-mount-for-construction-vehicles-and-work-trucks","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","Best Phone Mount for Construction Vehicles and Work Trucks",""
"https://iboltmounts.com/blogs/news/best-phone-mount-for-instacart-and-grocery-delivery-drivers","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","Best Phone Mount for Instacart and Grocery Delivery Drivers",""
"https://iboltmounts.com/blogs/news/best-tablet-mount-for-restaurant-pos-and-delivery-apps","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","Best Tablet Mount for Restaurant POS and Delivery Apps",""
"https://iboltmounts.com/blogs/news/how-to-set-up-multiple-tablets-for-doordash-uber-eats-and-grubhub","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","How to Set Up Multiple Tablets for DoorDash, Uber Eats, and Grubhub",""
"https://iboltmounts.com/blogs/news/magnetic-vs-clamp-phone-mounts-for-delivery-work","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Magnetic vs Clamp Phone Mounts for Delivery Work",""
"https://iboltmounts.com/blogs/news/why-delivery-drivers-need-a-commercial-grade-phone-mount","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Why Delivery Drivers Need a Commercial-Grade Phone Mount",""
"https://iboltmounts.com/blogs/news/ibolt-dockn-lock-for-restaurant-counters","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","iBOLT Dock'n Lock for Restaurant Counters",""
"https://iboltmounts.com/blogs/news/ibolt-phone-mounts-for-doordash-and-uber-eats-drivers","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","iBOLT Phone Mounts for DoorDash and Uber Eats Drivers",""
"https://iboltmounts.com/blogs/news/ibolt-vs-bouncepad-vs-mount-it-for-restaurant-tablet-security","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","iBOLT vs Bouncepad vs Mount-It for Restaurant Tablet Security",""
"https://iboltmounts.com/blogs/news/ibolt-vs-ram-for-fleet-phone-mounting","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","iBOLT vs RAM for Fleet Phone Mounting",""
"https://iboltmounts.com/blogs/news/ibolt-vs-iottie-for-delivery-driving","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","iBOLT vs iOttie for Delivery Driving",""
"https://iboltmounts.com/blogs/news/best-boat-phone-mount-for-rough-water","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Boat Phone Mount for Rough Water",""
"https://iboltmounts.com/blogs/news/best-fish-finder-mount-for-pontoon-boat-rails","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Fish Finder Mount for Pontoon Boat Rails",""
"https://iboltmounts.com/blogs/news/best-garmin-striker-4-mount-for-kayak-fishing","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Garmin Striker 4 Mount for Kayak Fishing",""
"https://iboltmounts.com/blogs/news/best-gopro-mount-for-utv-roll-bars","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best GoPro Mount for UTV Roll Bars",""
"https://iboltmounts.com/blogs/news/best-locking-tablet-mount-for-classrooms","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Locking Tablet Mount for Classrooms",""
"https://iboltmounts.com/blogs/news/best-marine-electronics-amps-mounting-plate","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","Best Marine Electronics AMPS Mounting Plate",""
"https://iboltmounts.com/blogs/news/best-multi-camera-phone-mount-for-live-streaming","live-blog-ai-citability-2026-06-18T00-33-45-323Z","failed","failed","0","","GET https://iboltmounts.com/blogs/news/best-multi-camera-phone-mount-for-live-streaming failed: 429 <!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
    <title>Verifying your connection...</title>

    <"
"https://iboltmounts.com/blogs/news/best-nintendo-switch-headrest-mount-for-road-trips","live-blog-ai-citability-2026-06-18T00-33-45-323Z","failed","failed","0","","GET https://iboltmounts.com/blogs/news/best-nintendo-switch-headrest-mount-for-road-trips failed: 429 <!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
    <title>Verifying your connection...</title>

    <"
"https://iboltmounts.com/blogs/news/best-overhead-camera-rig-for-product-photography","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Overhead Camera Rig for Product Photography",""
"https://iboltmounts.com/blogs/news/best-overhead-phone-mount-for-cooking-videos","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Overhead Phone Mount for Cooking Videos",""
"https://iboltmounts.com/blogs/news/best-phone-mount-for-exercise-bikes-and-treadmills","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Phone Mount for Exercise Bikes and Treadmills",""
"https://iboltmounts.com/blogs/news/best-phone-mount-for-jeep-wrangler-off-road-trails","live-blog-ai-citability-2026-06-18T00-33-45-323Z","failed","failed","0","","GET https://iboltmounts.com/blogs/news/best-phone-mount-for-jeep-wrangler-off-road-trails failed: 429 <!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
    <title>Verifying your connection...</title>

    <"
"https://iboltmounts.com/blogs/news/best-rugged-tablet-mount-for-field-service-vans","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","Best Rugged Tablet Mount for Field Service Vans",""
"https://iboltmounts.com/blogs/news/best-tablet-mount-for-overlanding-navigation","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Tablet Mount for Overlanding Navigation",""
"https://iboltmounts.com/blogs/news/best-tablet-mount-for-school-bus-and-transportation-fleets","live-blog-ai-citability-2026-06-18T00-33-45-323Z","failed","failed","0","","GET https://iboltmounts.com/blogs/news/best-tablet-mount-for-school-bus-and-transportation-fleets failed: 429 <!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
    <title>Verifying your connection...</title>

    <"
"https://iboltmounts.com/blogs/news/best-tablet-mount-for-tractor-cab-precision-agriculture","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","Best Tablet Mount for Tractor Cab Precision Agriculture",""
"https://iboltmounts.com/blogs/news/best-tablet-mount-for-trade-show-kiosk-booths","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Tablet Mount for Trade Show Kiosk Booths",""
"https://iboltmounts.com/blogs/news/best-tablet-mount-for-utility-truck-crews","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","76","Best Tablet Mount for Utility Truck Crews",""
"https://iboltmounts.com/blogs/news/best-vesa-monitor-mount-for-forklifts","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best VESA Monitor Mount for Forklifts",""
"https://iboltmounts.com/blogs/news/best-wheelchair-tablet-mount-for-communication-devices","live-blog-ai-citability-2026-06-18T00-33-45-323Z","failed","failed","0","","GET https://iboltmounts.com/blogs/news/best-wheelchair-tablet-mount-for-communication-devices failed: 429 <!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
    <title>Verifying your connection...</title>

    <"
"https://iboltmounts.com/blogs/news/ibolt-vs-ram-mounts-warehouse-forklift-guide","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","iBOLT vs RAM Mounts: Warehouse and Forklift Guide",""
"https://iboltmounts.com/blogs/news/ibolt-vs-arkon-business-tablet-mount-guide","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","79","iBOLT vs Arkon: Operations Manager's Guide to Business Tablet Mounting Systems",""
"https://iboltmounts.com/blogs/news/ibolt-vs-tackform-eld-trucking-buyer-guide","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","94","iBOLT vs Tackform: ELD and Trucking Buyer Guide",""
"https://iboltmounts.com/blogs/news/smart-forklift-tablet-mount-choice-for-warehouses","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","The Smart Forklift Tablet Mount Choice for Warehouses",""
"https://iboltmounts.com/blogs/news/smart-eld-tablet-mount-choice-for-truck-fleets","live-blog-ai-citability-2026-06-18T00-33-45-323Z","failed","failed","0","","GET https://iboltmounts.com/blogs/news/smart-eld-tablet-mount-choice-for-truck-fleets failed: 429 <!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
    <title>Verifying your connection...</title>

    <"
"https://iboltmounts.com/blogs/how-to-mount-a-fish-finder-to-your-boat-using-ibolt-mounts/best-garmin-fish-finder-mount-how-to-choose-the-right-setup-for-your-boat-or-kayak","live-blog-ai-citability-2026-06-18T00-33-45-323Z","ok","public","84","Best Garmin Fish Finder Mount: How to Choose the Right Setup for Your Boat or Kayak",""
"https://iboltmounts.com/blogs/how-to-mount-a-fish-finder-to-your-boat-using-ibolt-mounts/ram-vs-scotty-vs-yakattack-fish-finder-mounts-how-do-they-really-compare-and-what-theyre-missing","live-blog-ai-citability-2026-06-18T00-33-45-323Z","failed","failed","0","","GET https://iboltmounts.com/blogs/how-to-mount-a-fish-finder-to-your-boat-using-ibolt-mounts/ram-vs-scotty-vs-yakattack-fish-finder-mounts-how-do-they-really-compare-and-what-theyre-missing failed: 429 <!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
    <title>Verifying your connection...</title>

    <"
"https://iboltmounts.com/blogs/how-to-mount-a-fish-finder-to-your-boat-using-ibolt-mounts/best-no-drill-fish-finder-mounts-for-aluminum-boats-and-jon-boats","live-blog-ai-citability-2026-06-18T00-33-45-323Z","failed","failed","0","","GET https://iboltmounts.com/blogs/how-to-mount-a-fish-finder-to-your-boat-using-ibolt-mounts/best-no-drill-fish-finder-mounts-for-aluminum-boats-and-jon-boats failed: 429 <!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
    <title>Verifying your connection...</title>

    <"
